year,county,town,incidentDate,incidentTime,city,officerName,officerid,location,type,officerSex,officerRace,townCounty
2015,Passaic County,Pompton Lakes,11/26/15,4:31,Pompton Lakes,Stephen Kouefati,StephenKouefatiPomptonLakes,Ramapo Ave/Hamburg Tpk,Domestic,Male,WHITE,"Pompton Lakes, Passaic County"
2016,Passaic County,Pompton Lakes,9/11/16,1:33,Pompton Lakes,Stephen Kouefati,StephenKouefatiPomptonLakes,Ringwood Ave/Hamburg Tpk,Other: Behavioral/Autistic Juvenile Acting Out,Male,WHITE,"Pompton Lakes, Passaic County"
2016,Passaic County,Pompton Lakes,10/28/16,1:23,Pompton Lakes,Stephen Kouefati,StephenKouefatiPomptonLakes,114 Marion Ct,Other Dispute,Male,WHITE,"Pompton Lakes, Passaic County"
2014,Passaic County,Pompton Lakes,12/25/14,18:40,,Stephen Kouefati,StephenKouefatiPomptonLakes,915 Ramapo Ave,Domestic,Not listed,,"Pompton Lakes, Passaic County"
2015,Passaic County,Pompton Lakes,3/31/15,11:30,Pompton Lakes,Stephen Kouefati,StephenKouefatiPomptonLakes,56 Romain Ave,Other Dispute,Male,WHITE,"Pompton Lakes, Passaic County"
2016,Passaic County,Pompton Lakes,6/13/16,14:41,Pompton Lakes,Stephen Kouefati,StephenKouefatiPomptonLakes,Wanaque Ave/Bartholf Ave,Other: Special Needs Juvenile/Disturbed Individual,Male,WHITE,"Pompton Lakes, Passaic County"
2013,Gloucester County,Franklin Township,11/21/13,23:10,Newfield,Stephen Casamassima,StephenNCasamassimaFranklinTownship,"1351 West Blvd, NJ 08344",Other Dispute,Not listed,,"Franklin Township, Gloucester County"
2014,Gloucester County,Franklin Township,4/18/14,21:50,Franklinville,Stephen N Casamassima,StephenNCasamassimaFranklinTownship,"453 Dogwood Ave, NJ 08322",Other Dispute,Not listed,,"Franklin Township, Gloucester County"
2016,Gloucester County,Franklin Township,12/20/16,19:11,,Stephen N Casamassima,StephenNCasamassimaFranklinTownship,MV Stop: Rt 40/47,"Traffic Violation, Other Type Of Call: Unwanted Person",Not listed,,"Franklin Township, Gloucester County"
2016,Gloucester County,Franklin Township,5/22/16,12:24,,Stephen N Casamassima,StephenNCasamassimaFranklinTownship,717 Pennsylvania Ave,Other Type Of Call: Simple Assault,Not listed,,"Franklin Township, Gloucester County"
2016,Gloucester County,Franklin Township,11/28/16,12:54,Monroeville,Stephen N Casamassima,StephenNCasamassimaFranklinTownship,"441 Garrison Rd, NJ 08344",Domestic,Not listed,,"Franklin Township, Gloucester County"
2014,Gloucester County,Franklin Township,9/7/14,1:55,,Stephen N Casamassima,StephenNCasamassimaFranklinTownship,Kennedy Hospital Washington Township,"Crime In Progress, Other Type Of Call : Agg Assault",Not listed,,"Franklin Township, Gloucester County"
2016,Gloucester County,Franklin Township,4/5/16,19:04,,Stephen N Casamassima,StephenNCasamassimaFranklinTownship,Wrights Liquor Store; E,Crime In Progress,Not listed,,"Franklin Township, Gloucester County"
2012,Gloucester County,Franklin Township,5/9/12,21:44,Franklinville,Stephen N Casamassima,StephenNCasamassimaFranklinTownship,"633 Star Ave, NJ 08322","Crime In Progress, Domestic",Not listed,,"Franklin Township, Gloucester County"
2016,Gloucester County,Franklin Township,11/1/16,16:26,Franklinville,Stephen N Casamassima,StephenNCasamassimaFranklinTownship,"347 Franklin St, NJ 08322",Other Type Of Call: Dwelling Fire,Not listed,,"Franklin Township, Gloucester County"
2016,Gloucester County,Franklin Township,4/6/16,1:06,,Stephen N Casamassima,StephenNCasamassimaFranklinTownship,2126 Williamstown Rd,Domestic,Not listed,,"Franklin Township, Gloucester County"
2016,Gloucester County,Franklin Township,11/5/16,15:13,Franklinville,Stephen N Casamassima,StephenNCasamassimaFranklinTownship,"2515 Delsea Drive, NJ 08322","Traffic Violation, Other Type Of Call: Dwi",Not listed,,"Franklin Township, Gloucester County"
2016,Gloucester County,Franklin Township,1/9/16,17:01,,Stephen N Casamassima,StephenNCasamassimaFranklinTownship,45 Rita Faiola Ln; E,Other: Shoplifting,Not listed,,"Franklin Township, Gloucester County"
2015,Gloucester County,Franklin Township,11/23/15,22:47,,Stephen N Casamassima,StephenNCasamassimaFranklinTownship,3055 North Bluebell Rd,Domestic,Not listed,,"Franklin Township, Gloucester County"
2013,Ocean County,Toms River,10/4/13,1:22,,Stephen S Eubanks,StephenSEubanksTomsRiver,Cedar Grove Rd/Howard Johnsons,Crime In Progress,Male,WHITE,"Toms River, Ocean County"
2012,Ocean County,Toms River,1/6/12,22:25,,Stephen S Eubanks,StephenSEubanksTomsRiver,820 Main Street/The Office Lounge,"Crime In Progress, Other: Disorderly Conduct",Male,WHITE,"Toms River, Ocean County"
2012,Ocean County,Toms River,1/25/12,22:11,,Stephen S Eubanks,StephenSEubanksTomsRiver,854 Paul Drive,Domestic,Male,WHITE,"Toms River, Ocean County"
2012,Ocean County,Toms River,11/3/12,20:06,,Stephen S Eubanks,StephenSEubanksTomsRiver,213 Rt. 37 East,Crime In Progress,Male,WHITE,"Toms River, Ocean County"
2012,Ocean County,Toms River,2/10/12,0:03,,Stephen S Eubanks,StephenSEubanksTomsRiver,137 Johanna Ct,Other: Pess Evaluation,Male,WHITE,"Toms River, Ocean County"
2013,Ocean County,Toms River,1/25/13,23:41,,Stephen S Eubanks,StephenSEubanksTomsRiver,Oak Avenue at Hooper Avenue,Other: Pess,Male,WHITE,"Toms River, Ocean County"
2013,Ocean County,Toms River,5/17/13,1:00,,Stephen S Eubanks,StephenSEubanksTomsRiver,"Dover Woods, 1001 Route 70",Other: Pess Screening,Male,WHITE,"Toms River, Ocean County"
2013,Ocean County,Toms River,5/19/13,0:44,,Stephen S Eubanks,StephenSEubanksTomsRiver,904 Eaglehurst Road,Other: Theft,Male,WHITE,"Toms River, Ocean County"
2014,Ocean County,Toms River,10/13/14,19:58,,Stephen S Eubanks,StephenSEubanksTomsRiver,1112 Crystal Drive,Other: Burglary Investigation,Male,WHITE,"Toms River, Ocean County"
2014,Ocean County,Toms River,1/29/14,2:06,,Stephen S Eubanks,StephenSEubanksTomsRiver,Yorktown Plaza/Yorktown Blvd,Other: Mva-Leaving The Scene/Obstruction,Male,WHITE,"Toms River, Ocean County"
2015,Ocean County,Toms River,2/1/15,23:42,,Stephen S Eubanks,StephenSEubanksTomsRiver,Village Rd at Whitesville Rd,Other: Pess,Male,WHITE,"Toms River, Ocean County"
2015,Ocean County,Toms River,5/1/15,12:07,,Stephen S Eubanks,StephenSEubanksTomsRiver,Main St & Broad St,Other: Pess,Male,WHITE,"Toms River, Ocean County"
2015,Ocean County,Toms River,5/3/15,1:24,,Stephen S Eubanks,StephenSEubanksTomsRiver,136 Leaf Lane,Other: Pess,Male,WHITE,"Toms River, Ocean County"
2015,Mercer County,Trenton,6/22/15,20:12,,Stephen E Szbanz,StephenSzbanzTrenton,349 Oakland St,Crime In Progress,Male,WHITE,"Trenton, Mercer County"
2015,Mercer County,Trenton,3/27/15,22:55,,Stephen Szbanz,StephenSzbanzTrenton,Centre / Federal,Crime In Progress,Male,,"Trenton, Mercer County"
2016,Mercer County,Trenton,2/5/16,12:00,,Stephen E Szbanz,StephenSzbanzTrenton,37 Garfield Ave,Other: Execution Of Search Warrant,Male,WHITE,"Trenton, Mercer County"
2014,Mercer County,Trenton,7/29/14,22:41,,Stephen Szbanz,StephenSzbanzTrenton,Union St/Ferry St,Crime In Progress,Male,WHITE,"Trenton, Mercer County"
2014,Mercer County,Trenton,3/5/14,22:32,,Stephen Szbanz,StephenSzbanzTrenton,C/O Ardmore Ave/ Greenwood Ave,Crime In Progress,Male,,"Trenton, Mercer County"
2016,Mercer County,Trenton,6/13/16,20:38,,Stephen Szbanz,StephenSzbanzTrenton,401 E. State St,Crime In Progress,Male,WHITE,"Trenton, Mercer County"
2016,Mercer County,Trenton,4/21/16,18:05,,Steven Szbanz,StephenSzbanzTrenton,F/O 32 Livingston St,Crime In Progress,Male,WHITE,"Trenton, Mercer County"
2015,Mercer County,Trenton,12/8/15,17:47,,Steven Szbanz,StephenSzbanzTrenton,2 Rusling St,Traffic Stop,Male,WHITE,"Trenton, Mercer County"
2016,Mercer County,Trenton,10/6/16,0:17,,Stephen Szbanz,StephenSzbanzTrenton,S/O 34 Laurel Pl,Crime In Progress,Male,WHITE,"Trenton, Mercer County"
2016,Mercer County,Trenton,12/11/16,17:21,,Stephen E Szbanz,StephenSzbanzTrenton,Murray/W State,Crime In Progress,Male,WHITE,"Trenton, Mercer County"
2016,Mercer County,Trenton,12/20/16,17:36,,Steven Szbanz,StephenSzbanzTrenton,728 1/2 W State St,Crime In Progress,Male,WHITE,"Trenton, Mercer County"
2012,Mercer County,Trenton,7/16/12,23:37,,S Szbanz,StephenSzbanzTrenton,C/O Emory/Division St,Crime In Progress,Male,,"Trenton, Mercer County"
2013,Mercer County,Trenton,5/4/13,20:00,,S Szbanz,StephenSzbanzTrenton,Greenwood / S Olden,Other Dispute,Male,,"Trenton, Mercer County"
2012,Mercer County,Trenton,9/18/12,11:00,,Stephen Szbanz,StephenSzbanzTrenton,Mid Rose + Brunswick,"Crime In Progress, Other: Narcotics Investigation",Male,WHITE,"Trenton, Mercer County"
2012,Mercer County,Trenton,9/30/12,1:00,,Stephen Szbanz,StephenSzbanzTrenton,Whittaker/Beatty St,Crime In Progress,Male,WHITE,"Trenton, Mercer County"
2013,Mercer County,Trenton,12/30/13,0:10,,S Szbanz,StephenSzbanzTrenton,Hamilton / Hudson,Crime In Progress,Male,,"Trenton, Mercer County"
2012,Atlantic County,Atlantic City,1/28/12,21:41,,Sterling Wheaten,SterlingWheatenAtlanticCity,Tennessee & Caspian Avenues,Suspicious Person,Male,WHITE,"Atlantic City, Atlantic County"
2012,Atlantic County,Atlantic City,6/24/12,21:47,,Sterling Wheaten,SterlingWheatenAtlanticCity,"7 N. St, David's Place",Crime In Progress,Male,WHITE,"Atlantic City, Atlantic County"
2012,Atlantic County,Atlantic City,8/23/12,23:07,,Sterling Wheaten,SterlingWheatenAtlanticCity,300 Block Oriental Avenue,Suspicious Person,Male,WHITE,"Atlantic City, Atlantic County"
2012,Atlantic County,Atlantic City,1/21/12,22:38,,Sterling Wheaten,SterlingWheatenAtlanticCity,Tennessee and Atlantic Avenues,Traffic Stop,Male,WHITE,"Atlantic City, Atlantic County"
2012,Atlantic County,Atlantic City,3/21/12,20:08,,Sterling Wheaten,SterlingWheatenAtlanticCity,1309 Caspian Avenue,Suspicious Person,Male,WHITE,"Atlantic City, Atlantic County"
2012,Atlantic County,Atlantic City,7/21/12,2:50,,Sterling Wheaten,SterlingWheatenAtlanticCity,Dusk Night Club (Caesars Casino),Other Dispute,Male,WHITE,"Atlantic City, Atlantic County"
2012,Atlantic County,Atlantic City,8/9/12,23:47,,Sterling Wheaten,SterlingWheatenAtlanticCity,Unit Block S. Mt Vernon,Suspicious Person,Male,WHITE,"Atlantic City, Atlantic County"
2012,Atlantic County,Atlantic City,5/13/12,3:10,,Sterling Wheaten,SterlingWheatenAtlanticCity,Beach Block Brighton Ave,Crime In Progress,Male,WHITE,"Atlantic City, Atlantic County"
2012,Atlantic County,Atlantic City,7/3/12,23:02,,Sterling Wheaten,SterlingWheatenAtlanticCity,400 Block N. Ocean Avenue,Traffic Stop,Male,WHITE,"Atlantic City, Atlantic County"
2012,Atlantic County,Atlantic City,11/2/12,17:52,,Sterling Wheaten,SterlingWheatenAtlanticCity,Indiana/Ontario,Suspicious Person,Male,WHITE,"Atlantic City, Atlantic County"
2015,Atlantic County,Atlantic City,5/19/15,19:59,Atlantic City,Sterling Wheaten,SterlingWheatenAtlanticCity,"28 N Chelsea Ave, NJ 08401",Crime In Progress,Male,WHITE,"Atlantic City, Atlantic County"
2015,Atlantic County,Atlantic City,5/11/15,23:47,Atlantic City,Sterling Wheaten,SterlingWheatenAtlanticCity,"4401 N Atlantic Ave, NJ 08401",Domestic,Male,,"Atlantic City, Atlantic County"
2015,Atlantic County,Atlantic City,9/5/15,22:46,Atlantic City,Sterling Wheaten,SterlingWheatenAtlanticCity,"1254 Ohio Ave, NJ 08401",Crime In Progress,Male,WHITE,"Atlantic City, Atlantic County"
2013,Atlantic County,Atlantic City,7/18/13,4:50,,Sterling Wheaten,SterlingWheatenAtlanticCity,Revel Casino,Other: Disorderly Male & Resisting Arrest,Male,WHITE,"Atlantic City, Atlantic County"
2012,Atlantic County,Atlantic City,4/20/12,20:42,,Sterling Wheaten,SterlingWheatenAtlanticCity,1510 Pacific Avenue,Suspicious Person,Male,WHITE,"Atlantic City, Atlantic County"
2013,Atlantic County,Atlantic City,2/3/13,4:28,,Sterling Wheaten,SterlingWheatenAtlanticCity,Harrah's Casino,Other Dispute,Male,WHITE,"Atlantic City, Atlantic County"
2012,Atlantic County,Atlantic City,4/13/12,14:15,,Sterling Wheaten,SterlingWheatenAtlanticCity,830 N Pennsylvania Ave,Traffic Stop,Male,WHITE,"Atlantic City, Atlantic County"
2013,Atlantic County,Atlantic City,6/15/13,3:10,,Sterling Wheaten,SterlingWheatenAtlanticCity,Unit South Morris Avenue,Other: Disorderly Male,Male,WHITE,"Atlantic City, Atlantic County"
2013,Atlantic County,Atlantic City,9/21/13,6:42,,Sterling Wheaten,SterlingWheatenAtlanticCity,Sovereign & Fairmount Avenue,Crime In Progress,Male,WHITE,"Atlantic City, Atlantic County"
2012,Atlantic County,Atlantic City,4/7/12,3:19,,Sterling Wheaten,SterlingWheatenAtlanticCity,Caesars Casino,Other: Disorderly Conduct,Male,WHITE,"Atlantic City, Atlantic County"
2013,Atlantic County,Atlantic City,5/5/13,0:52,,Sterling Wheaten,SterlingWheatenAtlanticCity,3602 Ventnor Avenue,Crime In Progress,Male,WHITE,"Atlantic City, Atlantic County"
2013,Atlantic County,Atlantic City,8/25/13,3:27,,Sterling Wheaten,SterlingWheatenAtlanticCity,Michigan and Boardwalk,Suspicious Person,Male,WHITE,"Atlantic City, Atlantic County"
2013,Atlantic County,Atlantic City,8/21/13,3:37,,Sterling Wheaten,SterlingWheatenAtlanticCity,Chelsea and Arctic Avenue,Crime In Progress,Male,WHITE,"Atlantic City, Atlantic County"
2012,Atlantic County,Atlantic City,1/29/12,2:06,,Steve A Melchiore,SteveMelchioreAtlanticCity,Caesars Casino/Hotel Boardwalk Lobby,Other: Disorderly Conduct,Male,WHITE,"Atlantic City, Atlantic County"
2012,Atlantic County,Atlantic City,9/15/12,2:30,,Steven Melchiore,SteveMelchioreAtlanticCity,ACPD Holding Cell Mantras,Crime In Progress,Male,WHITE,"Atlantic City, Atlantic County"
2012,Atlantic County,Atlantic City,11/4/12,1:20,,Steven Melchiore,SteveMelchioreAtlanticCity,Michigan and Atlantic Ave,Other: Disorderly Male,Male,WHITE,"Atlantic City, Atlantic County"
2012,Atlantic County,Atlantic City,9/1/12,3:44,,Steven Melchiore,SteveMelchioreAtlanticCity,500 No Albany Avenue/Surf Stadium,Other: Several People In A Fight,Male,WHITE,"Atlantic City, Atlantic County"
2015,Atlantic County,Atlantic City,10/15/15,14:47,,Steven A Melchiore,SteveMelchioreAtlanticCity,2 Story tan Colored side by side duplex (Corner unit),Crime In Progress,Male,WHITE,"Atlantic City, Atlantic County"
2016,Atlantic County,Atlantic City,3/19/16,1:52,Atlantic City,Steven A Melchiore,SteveMelchioreAtlanticCity,"Tropicana casino quarter area, 2831 Boardwalk, NJ 08401",Crime In Progress,Male,WHITE,"Atlantic City, Atlantic County"
2013,Atlantic County,Atlantic City,2/8/13,2:14,,Steve Melchiore,SteveMelchioreAtlanticCity,Harrah's Hotel and Casino,Other: Disorderly Conduct/Defiant Tresspass/Resist Arrest,Male,WHITE,"Atlantic City, Atlantic County"
2013,Atlantic County,Atlantic City,7/18/13,4:50,,Steve Melchiore,SteveMelchioreAtlanticCity,Revel Casino,Other: Disorderly Male & Resisting Arrest,Male,WHITE,"Atlantic City, Atlantic County"
2013,Atlantic County,Atlantic City,7/7/13,4:40,,Steve Melchiore,SteveMelchioreAtlanticCity,Tropicana Quarter entrance,Crime In Progress,Male,WHITE,"Atlantic City, Atlantic County"
2013,Atlantic County,Atlantic City,3/7/13,3:05,,Steve Melchiore,SteveMelchioreAtlanticCity,Rt.40/ Exit 2 Exp. on Ramp,Other: Mv Accident,Male,WHITE,"Atlantic City, Atlantic County"
2013,Atlantic County,Atlantic City,1/13/13,1:10,,Steve Melchiore,SteveMelchioreAtlanticCity,Trump Plaza Casino/Hotel,Other: Disorderly Conduct,Male,WHITE,"Atlantic City, Atlantic County"
2013,Atlantic County,Atlantic City,3/2/13,6:38,,Steve Melchiore,SteveMelchioreAtlanticCity,Tropicana Valet,Other Dispute,Male,WHITE,"Atlantic City, Atlantic County"
2013,Atlantic County,Atlantic City,1/1/13,6:08,,Steve Melchiore,SteveMelchioreAtlanticCity,Revel Casino/Hotel Valet,Other: Defiant Trespass / Resisting Arrest,Male,WHITE,"Atlantic City, Atlantic County"
2013,Atlantic County,Atlantic City,6/2/13,3:35,,Steve Melchiore,SteveMelchioreAtlanticCity,108 N. Pennsylvania Ave,Crime In Progress,Male,WHITE,"Atlantic City, Atlantic County"
2013,Atlantic County,Atlantic City,12/29/13,0:01,,Steve A Melchiore,SteveMelchioreAtlanticCity,Bader Field,Other: Disorderly Male,Male,WHITE,"Atlantic City, Atlantic County"
2014,Atlantic County,Atlantic City,12/10/14,7:45,Atlantic City,Steven Melchiore,SteveMelchioreAtlanticCity,"2419 Apt. 1 Atlantic Ave, NJ 08401",Other: Obstruction And Resisting Arrest,Male,WHITE,"Atlantic City, Atlantic County"
2014,Atlantic County,Atlantic City,3/9/14,0:20,,Steve Melchiore,SteveMelchioreAtlanticCity,Adam Good Sports Bar,Other: Resisting Arrest,Male,WHITE,"Atlantic City, Atlantic County"
2014,Atlantic County,Atlantic City,6/8/14,1:30,,Steven Melchiore,SteveMelchioreAtlanticCity,Outside Adam Good Sports Bar (Tropicana),"Other: Aggravated Assault / Resisting Arrest,",Male,WHITE,"Atlantic City, Atlantic County"
2014,Atlantic County,Atlantic City,11/9/14,3:00,,Steve Melchiore,SteveMelchioreAtlanticCity,Tropicana,Other: Disorderly Male,Male,WHITE,"Atlantic City, Atlantic County"
2014,Bergen County,Teaneck,2/27/14,17:14,,Steven Batista,StevenBatistaTeaneck,REDACTED,"Suspicious Person, Other: Involuntary Commitment",Not listed,,"Teaneck, Bergen County"
2014,Bergen County,Teaneck,2/8/14,20:22,,Steven Batista,StevenBatistaTeaneck,REDACTED,"Other Dispute, Other: Involuntary Commitment",Not listed,,"Teaneck, Bergen County"
2012,Bergen County,Teaneck,9/30/12,17:56,REDACTED,Steven Batista,StevenBatistaTeaneck,REDACTED,Other Type Of Call: Psychiatric,Not listed,,"Teaneck, Bergen County"
2015,Bergen County,Teaneck,9/14/15,20:45,,Steven Batista,StevenBatistaTeaneck,REDACTED,Other: Walk In Commitment,Not listed,,"Teaneck, Bergen County"
2012,Bergen County,Teaneck,6/24/12,19:19,REDACTED,Steven Batista,StevenBatistaTeaneck,REDACTED,Other Type Of Call: Suicidal Person,Not listed,,"Teaneck, Bergen County"
2013,Bergen County,Teaneck,12/8/13,21:50,,Steven Batista,StevenBatistaTeaneck,Teaneck Police Headquarters,,Not listed,,"Teaneck, Bergen County"
2015,Bergen County,Teaneck,5/29/15,16:40,Teaneck,Steven Batista,StevenBatistaTeaneck,"1203 Teaneck Road, New Jersey 07666",Crime In Progress,Not listed,,"Teaneck, Bergen County"
2016,Bergen County,Teaneck,2/4/16,2:43,,Steven Batista,StevenBatistaTeaneck,REDACTED,Other: Emotionally Disturbed Person,Not listed,,"Teaneck, Bergen County"
2016,Bergen County,Teaneck,2/4/16,2:43,,Steven Batista,StevenBatistaTeaneck,REDACTED,Other: Edp,Male,HISPANIC,"Teaneck, Bergen County"
2014,Bergen County,Teaneck,5/19/14,21:15,REDACTED,Steven Batista,StevenBatistaTeaneck,REDACTED,,Not listed,,"Teaneck, Bergen County"
2014,Bergen County,Teaneck,2/19/14,17:11,REDACTED,Steven Batista,StevenBatistaTeaneck,REDACTED,,Not listed,,"Teaneck, Bergen County"
2014,Bergen County,Teaneck,4/20/14,15:37,REDACTED,Steven Batista,StevenBatistaTeaneck,REDACTED,Traffic Violation,Not listed,,"Teaneck, Bergen County"
2012,Mercer County,Hamilton,10/21/12,3:44,,Steven Chell,StevenTChellHamilton,114 Estates Blvd Apt 190,Domestic,Not listed,,"Hamilton, Mercer County"
2012,Mercer County,Hamilton,12/12/12,2:32,,Steven Chell,StevenTChellHamilton,Quakerbridge Rd @ Sloan Ave,Other Type Of Call: Invest,Not listed,,"Hamilton, Mercer County"
2016,Mercer County,Hamilton,11/23/16,1:01,Hamilton,Steven Chell,StevenTChellHamilton,"3386 Quakerbridge, NJ 08619",Other Type Of Call: Nothing,Not listed,,"Hamilton, Mercer County"
2013,Passaic County,Clifton,9/13/13,23:35,Clifton,Steve Farrell,StevenFarrellClifton,"1330 Clifton Avenue, NJ","Crime In Progress, Suspicious Person",Not listed,,"Clifton, Passaic County"
2014,Passaic County,Clifton,11/25/14,17:25,,Steve Farrell,StevenFarrellClifton,157 Lake Ave,Other Dispute,Not listed,,"Clifton, Passaic County"
2014,Passaic County,Clifton,11/19/14,19:30,West Clifton,Steven Farrell,StevenFarrellClifton,680 Rt. 3,Domestic,Not listed,,"Clifton, Passaic County"
2014,Passaic County,Clifton,9/17/14,11:44,Clifton,Steve Farrell,StevenFarrellClifton,"136 Kingsland Ave, NJ",Suspicious Person,Not listed,,"Clifton, Passaic County"
2014,Passaic County,Clifton,7/21/14,9:37,,Steve Farrell,StevenFarrellClifton,President & Harrison Passaic,Crime In Progress,Not listed,,"Clifton, Passaic County"
2014,Passaic County,Clifton,3/20/14,20:58,,Steve Farrell,StevenFarrellClifton,Main & Sylvan,Suspicious Person,Not listed,,"Clifton, Passaic County"
2013,Passaic County,Clifton,2/1/13,19:17,Clifton,Steve Farrell,StevenFarrellClifton,"Parker & Highland, NJ",Crime In Progress,Not listed,,"Clifton, Passaic County"
