officerid,count,name,dept
JohnShawRiverton,1,John Shaw,"Riverton, Burlington County"
JohnSILLEGIBLEBridgewater,1,John S ILLEGIBLE,"Bridgewater, Somerset County"
EdwardNortrupRosellePark,1,Edward Nortrup,"Roselle Park, Union County"
ChristopherBellAtlanticCity,1,Christopher Bell,"Atlantic City, Atlantic County"
AnthonyMCerroneTrenton,1,Anthony M Cerrone,"Trenton, Mercer County"
RichardAHartnettFranklin,1,Richard A Hartnett,"Franklin, Somerset County"
RichardAHuberMountainside,1,Richard A Huber,"Mountainside, Union County"
JohnSLobueBayonne,1,John S Lobue,"Bayonne, Hudson County"
BLANKNelsonNewark,1,BLANK Nelson,"Newark, Essex County"
EdwardoRocesNewark,1,Edwardo Roces,"Newark, Essex County"
RichardAlamNJSP,1,Richard Alam,"NJSP, State Police"
ChristopherBlackMaplewood,1,Christopher Black,"Maplewood, Essex County"
JohnSSenickDeptford,1,John S Senick,"Deptford, Gloucester County"
JohnStemlerEwing,1,John Stemler,"Ewing, Mercer County"
JohnSteverHopewelltwp,1,John Stever,"Hopewell twp, Mercer County"
AlexPopovPaterson,1,Alex Popov,"Paterson, Passaic County"
RichardARispoliMorristown,1,Richard A Rispoli,"Morristown, Morris County"
BLANKNiedziolkaLinden,1,BLANK Niedziolka,"Linden, Union County"
JohnStollsteimerGloucester,1,John Stollsteimer,"Gloucester, Camden County"
RichardBKarolClifton,1,Richard B Karol,"Clifton, Passaic County"
RichardBlaseRandolph,1,Richard Blase,"Randolph, Morris County"
RichardBoginCherryHill,1,Richard Bogin,"Cherry Hill, Camden County"
JohnStradellPaterson,1,John Stradell,"Paterson, Passaic County"
BLANKNiewinskiElizabeth,1,BLANK Niewinski,"Elizabeth, Union County"
ChristopherBoresNewMilford,1,Christopher Bores,"New Milford, Bergen County"
RichardBrownMaywood,1,Richard Brown,"Maywood, Bergen County"
RichardBuhowskiTomsRiver,1,Richard Buhowski,"Toms River, Ocean County"
EdwardPPincusMountLaurel,1,Edward P Pincus,"Mount Laurel, Burlington County"
RichardCaloNewark,1,Richard Calo,"Newark, Essex County"
JohnSunderhaufNorthWildwood,1,John Sunderhauf,"North Wildwood, Cape May County"
EdwardPSeibertNewfield,1,Edward P Seibert,"Newfield, Gloucester County"
RichardCasaleNewark,1,Richard Casale,"Newark, Essex County"
AdamHegartyLowerTownship,1,Adam Hegarty,"Lower Township, Cape May County"
EdwardPWheelerEdison,1,Edward P Wheeler,"Edison, Middlesex County"
EdwardRatliffBloomfield,1,Edward Ratliff,"Bloomfield, Essex County"
JohnSylvesterRoxbury,1,John Sylvester,"Roxbury, Morris County"
EdwardRussellEastBrunswick,1,Edward Russell,"East Brunswick, Middlesex County"
JohnTAlexanderBrick,1,John T Alexander,"Brick, Ocean County"
BLANKO'BrienPlainsboro,1,BLANK O'Brien,"Plainsboro, Middlesex County"
EdwardSDeWeeseBelmar,1,Edward S DeWeese,"Belmar, Monmouth County"
JohnTaylorKearny,1,John Taylor,"Kearny, Hudson County"
ChristopherBridNorthPlainfield,1,Christopher Brid,"North Plainfield, Somerset County"
RichardCultonWoodbridge,1,Richard Culton,"Woodbridge, Middlesex County"
JohnTGarlandTeaneck,1,John T Garland,"Teaneck, Bergen County"
ChristopherBrownNewark,1,Christopher Brown,"Newark, Essex County"
RichardDeleonBrigantineBeach,1,Richard Deleon,"Brigantine Beach, Atlantic County"
JohnTHarbourtTrenton,1,John T Harbourt,"Trenton, Mercer County"
EdwardSLanganWestNewYork,1,Edward S Langan,"West New York, Hudson County"
RichardDizenzoWoodlandPark,1,Richard Dizenzo,"Woodland Park, Passaic County"
RichardDMcGowanEastOrange,1,Richard D McGowan,"East Orange, Essex County"
ChristopherBruggerBergenfield,1,Christopher Brugger,"Bergenfield, Bergen County"
RichardDOppegaardNeptuneCity,1,Richard D Oppegaard,"Neptune City, Monmouth County"
JohnTMcBridgeMonroe,1,John T McBridge,"Monroe, Gloucester County"
RichardDParselsVerona,1,Richard D Parsels,"Verona, Essex County"
RichardDrudeSpotswood,1,Richard Drude,"Spotswood, Middlesex County"
JohnTomeiJerseyCity,1,John Tomei,"Jersey City, Hudson County"
ChristopherBrunettaVineland,1,Christopher Brunetta,"Vineland, Cumberland County"
EdwardSMirendaPohatcong,1,Edward S Mirenda,"Pohatcong, Warren County"
RichardEvansHillsborough,1,Richard Evans,"Hillsborough, Somerset County"
RichardEWilliamsTrenton,1,Richard E Williams,"Trenton, Mercer County"
AnthonyMD'AmoreHillside,1,Anthony M D'Amore,"Hillside, Union County"
EdwardSperlingNewton,1,Edward Sperling,"Newton, Sussex County"
RichardForresterOrange,1,Richard Forrester,"Orange, Essex County"
BLANKO'SheaHopatcong,1,BLANK O'Shea,"Hopatcong, Sussex County"
EdwardTaverasBayonne,1,Edward Taveras,"Bayonne, Hudson County"
ChristopherBurkNorthWildwood,1,Christopher Burk,"North Wildwood, Cape May County"
RichardGPostMontclair,1,Richard G Post,"Montclair, Essex County"
JohnWCaseWestOrange,1,John W Case,"West Orange, Essex County"
EdwardVionWeehawken,1,Edward Vion,"Weehawken, Hudson County"
JohnWFranklinManchester,1,John W Franklin,"Manchester, Ocean County"
ChristopherBurnsKinnelon,1,Christopher Burns,"Kinnelon, Morris County"
AnthonyMGiacintiSouthTomsRiver,1,Anthony M Giacinti,"South Toms River, Ocean County"
ChristopherCalabreseSeaIsleCity,1,Christopher Calabrese,"Sea Isle City, Cape May County"
RichardHSchwarzSouthBrunswick,1,Richard H Schwarz,"South Brunswick, Middlesex County"
RichardHuenkeAbsecon,1,Richard Huenke,"Absecon, Atlantic County"
BLANKOrellanaNorthBergen,1,BLANK Orellana,"North Bergen, Hudson County"
EdwardWhelanElizabeth,1,Edward Whelan,"Elizabeth, Union County"
RichardILLEGIBLEKearny,1,Richard ILLEGIBLE,"Kearny, Hudson County"
JohnWilliamHoboken,1,John William,"Hoboken, Hudson County"
ChristopherCaraigDover,1,Christopher Caraig,"Dover, Morris County"
RichardJaegerHazlet,1,Richard Jaeger,"Hazlet, Monmouth County"
JohnWRaebigTomsRiver,1,John W Raebig,"Toms River, Ocean County"
JohnWSieberSalemCity,1,John W Sieber,"Salem City, Salem County"
RichardJasinskiLyndhurst,1,Richard Jasinski,"Lyndhurst, Bergen County"
RichardJBorowskyMarlboro,1,Richard J Borowsky,"Marlboro, Monmouth County"
RichardJBoyleGalloway,1,Richard J Boyle,"Galloway, Atlantic County"
RichardJButlerSouthOrange,1,Richard J Butler,"South Orange, Essex County"
RichardJCarboneKearny,1,Richard J Carbone,"Kearny, Hudson County"
RichardJGalloManalapan,1,Richard J Gallo,"Manalapan, Monmouth County"
JohnWSlobodaBridgetonCity,1,John W Sloboda,"Bridgeton City, Cumberland County"
RichardJGiacoboneNewMilford,1,Richard J Giacobone,"New Milford, Bergen County"
RichardJGreggFreehold,1,Richard J Gregg,"Freehold, Monmouth County"
EdwardWHomiekHowell,1,Edward W Homiek,"Howell, Monmouth County"
RichardJHudakFreehold,1,Richard J Hudak,"Freehold, Monmouth County"
ChristopherCarboneKinnelon,1,Christopher Carbone,"Kinnelon, Morris County"
RichardJKetchLongBranch,1,Richard J Ketch,"Long Branch, Monmouth County"
EdwardYoungFortLee,1,Edward Young,"Fort Lee, Bergen County"
ChristopherCavalloNewark,1,Christopher Cavallo,"Newark, Essex County"
ChristopherCavanaghChesterTwp,1,Christopher Cavanagh,"Chester Twp, Morris County"
BLANKOsbyLongBranch,1,BLANK Osby,"Long Branch, Monmouth County"
JohnZimmermanKenilworth,1,John Zimmerman,"Kenilworth, Union County"
JohnZuticNewark,1,John Zutic,"Newark, Essex County"
JolandaLacewellFranklin,1,Jolanda Lacewell,"Franklin, Somerset County"
EdwardZlotySecaucus,1,Edward Zloty,"Secaucus, Hudson County"
JoleenAChismarMiddlesex,1,Joleen A Chismar,"Middlesex, Middlesex County"
EdwinAMartinezPaterson,1,Edwin A Martinez,"Paterson, Passaic County"
JolierRiveraNewark,1,Jolier Rivera,"Newark, Essex County"
RichardJWolstromerMarlboro,1,Richard J Wolstromer,"Marlboro, Monmouth County"
EdwinArchundiaUnionCity,1,Edwin Archundia,"Union City, Hudson County"
BLANKOttinoBayonne,1,BLANK Ottino,"Bayonne, Hudson County"
JonasAMcInnisMiddle,1,Jonas A McInnis,"Middle, Cape May County"
ChristopherChicorisBoontontown,1,BLANK Chicoris,"Boonton town, Morris County"
JonasReyesPerthAmboy,1,Jonas Reyes,"Perth Amboy, Middlesex County"
ChristopherChobertWildwood,1,Christopher Chobert,"Wildwood, Cape May County"
RichardLercheAllentown,1,BLANK Lerche,"Allentown, Monmouth County"
JonathanArochoNewark,1,Jonathan Arocho,"Newark, Essex County"
EdwinDiazWestOrange,1,Edwin Diaz,"West Orange, Essex County"
RichardLJupinkaManchester,1,Richard L Jupinka,"Manchester, Ocean County"
JonathanBagEwing,1,Jonathan Bag,"Ewing, Mercer County"
RichardLLuntCollingswood,1,Richard L Lunt,"Collingswood, Camden County"
BLANKPahangHamilton,1,BLANK Pahang,"Hamilton, Atlantic County"
EdwinFRosaPassaic,1,Edwin F Rosa,"Passaic, Passaic County"
RichardLourencoHarrison,1,Richard Lourenco,"Harrison, Hudson County"
RichardLPinckMontclair,1,Richard L Pinck,"Montclair, Essex County"
JonathanBregmanNorthWildwood,1,Jonathan Bregman,"North Wildwood, Cape May County"
ChristopherCliffordMiddle,1,Christopher Clifford,"Middle, Cape May County"
RichardLyonsWatchung,1,Richard Lyons,"Watchung, Somerset County"
RichardMalettaHackensack,1,Richard Maletta,"Hackensack, Bergen County"
JonathanCacholaDover,1,Jonathan Cachola,"Dover, Morris County"
EdwinJGonzalezNewark,1,Edwin J Gonzalez,"Newark, Essex County"
RichardMayersNewark,1,Richard Mayers,"Newark, Essex County"
EdwinMartinezPaterson,1,Edwin Martinez,"Paterson, Passaic County"
BLANKPanuthosElizabeth,1,BLANK Panuthos,"Elizabeth, Union County"
RichardMcGrawFreeholdBoro,1,Richard McGraw,"Freehold Boro, Monmouth County"
BLANKPapiewukParsippany,1,BLANK Papiewuk,"Parsippany, Morris County"
EdwinOrtizJerseyCity,1,Edwin Ortiz,"Jersey City, Hudson County"
AlexRiveraAtlanticCity,1,Alex Rivera,"Atlantic City, Atlantic County"
RichardMILLEGIBLEPennsauken,1,Richard M ILLEGIBLE,"Pennsauken, Camden County"
ChristopherCOjiPaterson,1,Christopher C Oji,"Paterson, Passaic County"
JonathanCreadleLakewood,1,Jonathan Creadle,"Lakewood, Ocean County"
ChristopherColonEnglewood,1,Christopher Colon,"Englewood, Bergen County"
ChristopherConnorsHasbrouckHeights,1,Christopher Connors,"Hasbrouck Heights, Bergen County"
ChristopherCoreFlorhamPark,1,Christopher Core,"Florham Park, Morris County"
RichardMTorresRumson,1,Richard M Torres,"Rumson, Monmouth County"
RichardMWilhelmHazlet,1,Richard M Wilhelm,"Hazlet, Monmouth County"
EdwinRosaPassaic,1,Edwin Rosa,"Passaic, Passaic County"
EdwinSanchezUnionCity,1,Edwin Sanchez,"Union City, Hudson County"
RichardNudoHardyston,1,Richard Nudo,"Hardyston, Sussex County"
BLANKPascucciLongBranch,1,BLANK Pascucci,"Long Branch, Monmouth County"
JonathanEConroyBridgewater,1,Jonathan E Conroy,"Bridgewater, Somerset County"
EdwinSimmonsClark,1,Edwin Simmons,"Clark, Union County"
ChristopherCravenPrinceton,1,Christopher Craven,"Princeton, Mercer County"
EdwinTAnehundiaUnionCity,1,Edwin T Anehundia,"Union City, Hudson County"
RichardPaldinoParamus,1,Richard Paldino,"Paramus, Bergen County"
EdwinTHolmesTrenton,1,Edwin T Holmes,"Trenton, Mercer County"
RichardPassarellaWaterford,1,Richard Passarella,"Waterford, Camden County"
ChristopherCronWaldwick,1,Christopher Cron,"Waldwick, Bergen County"
EEJefferisNJSP,1,E E Jefferis,"NJSP, State Police"
RichardPerezUnionCity,1,Richard Perez,"Union City, Hudson County"
JonathanHanNorthWildwood,1,Jonathan Han,"North Wildwood, Cape May County"
EElstonParsippany,1,E Elston,"Parsippany, Morris County"
ChristopherCruzNewark,1,Christopher Cruz,"Newark, Essex County"
RichardPLatargiaMountainside,1,Richard P Latargia,"Mountainside, Union County"
RichardPoplaskiKearny,1,Richard Poplaski,"Kearny, Hudson County"
EfrainRiveraLindenwold,1,Efrain Rivera,"Lindenwold, Camden County"
EfremGonzalezNewark,1,Efrem Gonzalez,"Newark, Essex County"
AnthonyMiccicheLowerTownship,1,Anthony Micciche,"Lower Township, Cape May County"
RichardRamdasNewark,1,Richard Ramdas,"Newark, Essex County"
RichardRamosPaterson,1,Richard Ramos,"Paterson, Passaic County"
ChristopherCVerostSaddleBrook,1,Christopher C Verost,"Saddle Brook, Bergen County"
JonathanJHanBridgewater,1,Jonathan J Han,"Bridgewater, Somerset County"
JonathanJILLEGIBLEFranklin,1,Jonathan J ILLEGIBLE,"Franklin, Somerset County"
EGoenagaPaterson,1,E Goenaga,"Paterson, Passaic County"
RichardRRienaJefferson,1,Richard R Riena,"Jefferson, Morris County"
EGoldstonPlainfield,1,E Goldston,"Plainfield, Union County"
AnthonyMiccicheWildwood,1,Anthony Micciche,"Wildwood, Cape May County"
ChristopherDBarnesMontclair,1,Christopher D Barnes,"Montclair, Essex County"
ChristopherDCerulloManchester,1,Christopher D Cerullo,"Manchester, Ocean County"
JonathanLopezNutley,1,Jonathan Lopez,"Nutley, Essex County"
ChristopherDColanerFreeholdBoro,1,Christopher D Colaner,"Freehold Boro, Monmouth County"
BLANKPereiraUniontownship,1,BLANK Pereira,"Union township, Union County"
RichardSchmidtNorthWildwood,1,Richard Schmidt,"North Wildwood, Cape May County"
BLANKPerroMountHolly,1,BLANK Perro,"Mount Holly, Burlington County"
RichardsFernandezUnionCity,1,Richards Fernandez,"Union City, Hudson County"
RichardShaughnessyElizabeth,1,Richard Shaughnessy,"Elizabeth, Union County"
RichardShimpBridgewater,1,Richard Shimp,"Bridgewater, Somerset County"
ChristopherDeCamposNewark,1,Christopher De Campos,"Newark, Essex County"
EichelAndrewPennsauken,1,Eichel Andrew,"Pennsauken, Camden County"
RichardSMiragliaMonroe,1,Richard S Miraglia,"Monroe, Gloucester County"
RichardSolowCresskill,1,Richard Solow,"Cresskill, Bergen County"
RichardSosoElizabeth,1,Richard Soso,"Elizabeth, Union County"
BLANKPimentelNewark,1,BLANK Pimentel,"Newark, Essex County"
RichardSullivanBurlingtonTown,1,Richard Sullivan,"Burlington Town, Burlington County"
JonathanMisskergBogota,1,Jonathan Misskerg,"Bogota, Bergen County"
EILLEGIBLEParsippany,1,E ILLEGIBLE,"Parsippany, Morris County"
JonathanMThompsonHarrisonTownship,1,Jonathan M Thompson,"Harrison Township, Gloucester County"
BLANKPinedaElizabeth,1,BLANK Pineda,"Elizabeth, Union County"
EJBorreroNJSP,1,E J Borrero,"NJSP, State Police"
RichardTCassidyBarnegat,1,Richard T Cassidy,"Barnegat, Ocean County"
EJCrainNJSP,1,E J Crain,"NJSP, State Police"
EJHillesheimNJSP,1,E J Hillesheim,"NJSP, State Police"
BLANKPinkeviczElizabeth,1,BLANK Pinkevicz,"Elizabeth, Union County"
JonathanPetermannCliffsidePark,1,Jonathan Petermann,"Cliffside Park, Bergen County"
EJSCHMIDTNJSP,1,E J SCHMIDT,"NJSP, State Police"
BLANKPolidoroBloomfield,1,BLANK Polidoro,"Bloomfield, Essex County"
RichardTParsellsWashington,1,Richard T Parsells,"Washington, Bergen County"
EKnuttelAtlanticCity,1,E Knuttel,"Atlantic City, Atlantic County"
RichardTRossTomsRiver,1,Richard T Ross,"Toms River, Ocean County"
RichardTWorstGloucester,1,Richard T Worst,"Gloucester, Camden County"
JonathanRElbertBranchburg,1,Jonathan R Elbert,"Branchburg, Somerset County"
AnthonyMLagoaUniontownship,1,Anthony M Lagoa,"Union township, Union County"
EladioILLEGIBLEPaterson,1,Eladio ILLEGIBLE,"Paterson, Passaic County"
RichardWalkerHaddonfield,1,Richard Walker,"Haddonfield, Camden County"
BLANKPopacaPlainsboro,1,BLANK Popaca,"Plainsboro, Middlesex County"
JonathanRJedziniakJerseyCity,1,Jonathan R Jedziniak,"Jersey City, Hudson County"
RichardWBrownEggHarborCity,1,Richard W Brown,"Egg Harbor City, Atlantic County"
ChristopherDKingPrinceton,1,Christopher D King,"Princeton, Mercer County"
RichardWMalinoskiHarrisonTownship,1,Richard W Malinoski,"Harrison Township, Gloucester County"
RichardWMangoldRedBank,1,Richard W Mangold,"Red Bank, Monmouth County"
ElaineSettleEastOrange,1,Elaine Settle,"East Orange, Essex County"
ElbertJalesNewark,1,Elbert Jales,"Newark, Essex County"
EleazarILLEGIBLENewark,1,Eleazar ILLEGIBLE,"Newark, Essex County"
JonathanSabatiniHoboken,1,Jonathan Sabatini,"Hoboken, Hudson County"
BLANKPortoElizabeth,1,BLANK Porto,"Elizabeth, Union County"
RichCamastaHanover,1,Rich Camasta,"Hanover, Morris County"
RichCiampaFreeholdBoro,1,Rich Ciampa,"Freehold Boro, Monmouth County"
JonathanSperberBerkeley,1,Jonathan Sperber,"Berkeley, Ocean County"
RichDavisParsippany,1,Rich Davis,"Parsippany, Morris County"
ChristopherDOakleyMorristown,1,Christopher D Oakley,"Morristown, Morris County"
RichFactorTeaneck,1,Rich Factor,"Teaneck, Bergen County"
JonathanTuchmatulinFranklin,1,Jonathan Tuchmatulin,"Franklin, Somerset County"
RichJGrassiaMerchantville,1,Rich J Grassia,"Merchantville, Camden County"
RichVnencakBoontonTownship,1,Rich Vnencak,"Boonton Township, Morris County"
JonathanTWhitneyMonroe,1,Jonathan T Whitney,"Monroe, Middlesex County"
RickeyWhiteNewark,1,Rickey White,"Newark, Essex County"
JonathanTWhitneyOceanGate,1,Jonathan T Whitney,"Ocean Gate, Ocean County"
RickILLEGIBLEPennsauken,1,Rick ILLEGIBLE,"Pennsauken, Camden County"
JonathanVanakLittleFalls,1,Jonathan Vanak,"Little Falls, Passaic County"
RickLascoAtlanticCity,1,Rick Lasco,"Atlantic City, Atlantic County"
RickLatiecchiaPaterson,1,Rick Latiecchia,"Paterson, Passaic County"
BLANKPossoElizabeth,1,BLANK Posso,"Elizabeth, Union County"
ElenaMazzeo-IgnaczakTintonFalls,1,Elena Mazzeo-Ignaczak,"Tinton Falls, Monmouth County"
BLANKPoulsonLongBranch,1,BLANK Poulson,"Long Branch, Monmouth County"
RickTauberBergenfield,1,Rick Tauber,"Bergenfield, Bergen County"
AnthonyMLazloShipBottom,1,Anthony M Lazlo,"Ship Bottom, Ocean County"
RickyFrancescoMargate,1,Ricky Francesco,"Margate, Atlantic County"
AlexRodriguezNewark,1,Alex Rodriguez,"Newark, Essex County"
RickyMirkovicFortLee,1,Ricky Mirkovic,"Fort Lee, Bergen County"
RickyRiveraPassaic,1,Ricky Rivera,"Passaic, Passaic County"
RickyRKirchgessnerAsburyPark,1,Ricky R Kirchgessner,"Asbury Park, Monmouth County"
BLANKPropatiCamden,1,BLANK Propati,"Camden, Camden County"
RicurdoDMaciciraNewark,1,Ricurdo D Macicira,"Newark, Essex County"
BLANKPruchnikSeasideHeights,1,BLANK Pruchnik,"Seaside Heights, Ocean County"
JonAWeigandWildwoodCrest,1,Jon A Weigand,"Wildwood Crest, Cape May County"
RiguelSilvaNewark,1,Riguel Silva,"Newark, Essex County"
RILLEGIBLEOrange,1,R ILLEGIBLE,"Orange, Essex County"
RILLEGIBLEParsippany,1,R ILLEGIBLE,"Parsippany, Morris County"
RILLEGIBLEWoodbridge,1,R ILLEGIBLE,"Woodbridge, Middlesex County"
JonBCherbyMedfordLakes,1,Jon B Cherby,"Medford Lakes, Burlington County"
JonBurgerBernards,1,Jon Burger,"Bernards, Somerset County"
RivaWilliamsNewark,1,Riva Williams,"Newark, Essex County"
RiveraAnthonyGlenRidge,1,Rivera Anthony,"Glen Ridge, Essex County"
RiveraEmanuelVernon,1,Rivera Emanuel,"Vernon, Sussex County"
RiveraErnestoUnionCity,1,Rivera Ernesto,"Union City, Hudson County"
RiveraJoseCamden,1,Rivera Jose,"Camden, Camden County"
RJAshkarNJSP,1,R J Ashkar,"NJSP, State Police"
RJBlackburnNJSP,1,R J Blackburn,"NJSP, State Police"
EliasGoveraNewark,1,Elias Govera,"Newark, Essex County"
RJCecchiniNJSP,1,R J Cecchini,"NJSP, State Police"
JonEAndrewsLavallette,1,Jon E Andrews,"Lavallette, Ocean County"
RJFernandezNJSP,1,R J Fernandez,"NJSP, State Police"
RJHuntNJSP,1,R J Hunt,"NJSP, State Police"
JonePereiraNewark,1,Jone Pereira,"Newark, Essex County"
RJKilmurrayNJSP,1,R J Kilmurray,"NJSP, State Police"
JoneseSimpsonPassaic,1,Jonese Simpson,"Passaic, Passaic County"
RJMcKayNJSP,1,R J McKay,"NJSP, State Police"
JonesILLEGIBLEGlassboro,1,Jones ILLEGIBLE,"Glassboro, Gloucester County"
JonesTwandaNewark,1,Jones Twanda,"Newark, Essex County"
RJSantosNJSP,1,R J Santos,"NJSP, State Police"
RJSheltonNJSP,1,R J Shelton,"NJSP, State Police"
EliasILLEGIBLENewark,1,Elias ILLEGIBLE,"Newark, Essex County"
RJWoolstonNJSP,1,R J Woolston,"NJSP, State Police"
RKeeganPaterson,1,R Keegan,"Paterson, Passaic County"
JoniFrangiehMiddle,1,Joni Frangieh,"Middle, Cape May County"
BLANKPurpuriEastWindsor,1,BLANK Purpuri,"East Windsor, Mercer County"
RLiedtkaHamilton,1,R Liedtka,"Hamilton, Mercer County"
RLILLEGIBLENewark,1,R L ILLEGIBLE,"Newark, Essex County"
BLANKQuintanaBayonne,1,BLANK Quintana,"Bayonne, Hudson County"
ElijahCamachoCamden,1,Elijah Camacho,"Camden, Camden County"
JoranPlittCamden,1,Joran Plitt,"Camden, Camden County"
RManzanoNewark,1,R Manzano,"Newark, Essex County"
RMarinhoWoodbridge,1,R Marinho,"Woodbridge, Middlesex County"
JordanAlexiouElizabeth,1,Jordan Alexiou,"Elizabeth, Union County"
RMComunaleNJSP,1,R M Comunale,"NJSP, State Police"
ElijahJamesIrvington,1,Elijah James,"Irvington, Essex County"
RMendesNewark,1,R Mendes,"Newark, Essex County"
JordanDescafanoHoboken,1,Jordan Descafano,"Hoboken, Hudson County"
RMercedPassaic,1,R Merced,"Passaic, Passaic County"
BLANKRaisinAsburyPark,1,BLANK Raisin,"Asbury Park, Monmouth County"
JordanEGreenBurlingtonTown,1,Jordan E Green,"Burlington Town, Burlington County"
JordanHutnikWildwood,1,Jordan Hutnik,"Wildwood, Cape May County"
BLANKRehrigBridgetonCity,1,BLANK Rehrig,"Bridgeton City, Cumberland County"
RMollerSeasideHeights,1,R Moller,"Seaside Heights, Ocean County"
