officerid,sId,count,dept,name
NydiaRodriguezJerseyCity,3797,1,"Jersey City, Hudson County",Nydia Rodriguez
GeorgeMBuskaJerseyCity,3798,1,"Jersey City, Hudson County",George Buska
JohnAMackJerseyCity,3799,1,"Jersey City, Hudson County",John Mack
ColinKelbaughNorthWildwood,3800,1,"North Wildwood, Cape May County",Colin Kelbaugh
ZacharyDesimoneLowerTownship,3801,1,"Lower Township, Cape May County",Zachary Desimone
LyneaJBlueJerseyCity,3802,1,"Jersey City, Hudson County",Lynea Blue
JonathanRJedziniakJerseyCity,3803,1,"Jersey City, Hudson County",Jonathan Jedziniak
AdamMcGrawNorthWildwood,3804,1,"North Wildwood, Cape May County",Adam McGraw
MichaelSHessonLowerTownship,3805,1,"Lower Township, Cape May County",Michael Hesson
MMinerviniJerseyCity,3806,1,"Jersey City, Hudson County",Mark Minervini
AnthonyMiccicheLowerTownship,3807,1,"Lower Township, Cape May County",Anthony Micciche
EricJMillerJerseyCity,3808,1,"Jersey City, Hudson County",Eric Miller
GiacomoJTrombettaMiddle,3809,1,"Middle, Cape May County",Giacomo Trombetta
DennisDejesusJerseyCity,3810,1,"Jersey City, Hudson County",Dennis Dejesus
PhillipJohnsonMiddle,3811,1,"Middle, Cape May County",Phillip Johnson
EliWaltersNorthWildwood,3812,1,"North Wildwood, Cape May County",Eli Walters
MaryChampionMiddle,3813,1,"Middle, Cape May County",Mary Champion
AlexisCruzJerseyCity,3814,1,"Jersey City, Hudson County",Alexis Cruz
RobertJaffeWildwoodCrest,3815,1,"Wildwood Crest, Cape May County",Robert Jaffe
EugeneYLugtuJerseyCity,3816,1,"Jersey City, Hudson County",Eugene Lugtu
JamesFlynnNorthWildwood,3817,1,"North Wildwood, Cape May County",James Flynn
JordanSainiLowerTownship,3818,1,"Lower Township, Cape May County",Jordan Saini
JasonFelsingLowerTownship,3819,1,"Lower Township, Cape May County",Jason Felsing
MichaelCScarpaJerseyCity,3820,1,"Jersey City, Hudson County",Michael Scarpa
AnthonyGoodmanJerseyCity,3821,1,"Jersey City, Hudson County",Anthony Goodman
SonyEtienneJerseyCity,3822,1,"Jersey City, Hudson County",Sony Etienne
JacobSorgNorthWildwood,3823,1,"North Wildwood, Cape May County",Jacob Sorg
DanielGeigerMiddle,3824,1,"Middle, Cape May County",Daniel Geiger
TraceySuperMiddle,3825,1,"Middle, Cape May County",Tracey Super
MichaelGriserNorthWildwood,3826,1,"North Wildwood, Cape May County",Michael Griser
WilliamSOlszewskiJerseyCity,3827,1,"Jersey City, Hudson County",William Olszewski
KevinLewisLowerTownship,3828,1,"Lower Township, Cape May County",Kevin Lewis
AlanaFarrowElizabeth,3829,1,"Elizabeth, Union County",Alana Farrow
MichaelJTimminsJerseyCity,3830,1,"Jersey City, Hudson County",Michael Timmins
MichaelFamularNorthWildwood,3831,1,"North Wildwood, Cape May County",Michael Famular
VincentGiacobelloNorthWildwood,3832,1,"North Wildwood, Cape May County",Vincent Giacobello
MichaelKempNorthWildwood,3833,1,"North Wildwood, Cape May County",Michael Kemp
WilliamKosicLowerTownship,3834,1,"Lower Township, Cape May County",William Kosic
MatthewSpinaNorthWildwood,3835,1,"North Wildwood, Cape May County",Matthew Spina
JosephGreenCapeMay,3836,1,"Cape May, Cape May County",Joseph Green
ThomasRitterhoffLowerTownship,3837,1,"Lower Township, Cape May County",Thomas Ritterhoff
MichaelHarkinNorthWildwood,3838,1,"North Wildwood, Cape May County",Michael Harkin
KevinMLowryJerseyCity,3839,1,"Jersey City, Hudson County",Kevin Lowry
JagdielVegaJerseyCity,3840,1,"Jersey City, Hudson County",Jagdiel Vega
RamonMPegueroJerseyCity,3841,1,"Jersey City, Hudson County",Ramon Peguero
JosephDemarcoCapeMay,3842,1,"Cape May, Cape May County",Joseph Demarco
BrianSchulesNorthWildwood,3843,1,"North Wildwood, Cape May County",Brian Schules
IvanEAdduNorthWildwood,3844,1,"North Wildwood, Cape May County",Ivan Addu
ChristopherETheobaldJerseyCity,3845,1,"Jersey City, Hudson County",Christopher Theobald
BLANKPortoElizabeth,3846,1,"Elizabeth, Union County",Blank Porto
EricHannoldCapeMay,3847,1,"Cape May, Cape May County",Eric Hannold
NicolinoMinichielloJerseyCity,3848,1,"Jersey City, Hudson County",Nicolino Minichiello
LouisBartlesonLowerTownship,3849,1,"Lower Township, Cape May County",Louis Bartleson
CynthiaJCowanJerseyCity,3850,1,"Jersey City, Hudson County",Cynthia Cowan
DanielMcGuckinNorthWildwood,3851,1,"North Wildwood, Cape May County",Daniel McGuckin
AugustineCollCapeMay,3852,1,"Cape May, Cape May County",Augustine Coll
EricRodriguezJerseyCity,3853,1,"Jersey City, Hudson County",Eric Rodriguez
AlexanderFernandezJerseyCity,3854,1,"Jersey City, Hudson County",Alexander Fernandez
ToddBattenNorthWildwood,3855,1,"North Wildwood, Cape May County",Todd Batten
JohnDiBiaseNorthWildwood,3856,1,"North Wildwood, Cape May County",John DiBiase
JonathanHanNorthWildwood,3857,1,"North Wildwood, Cape May County",Jonathan Han
BrianCollinsWaterford,3858,1,"Waterford, Camden County",Brian Collins
JonathanBregmanNorthWildwood,3859,1,"North Wildwood, Cape May County",Jonathan Bregman
JosePerezJerseyCity,3860,1,"Jersey City, Hudson County",Jose Perez
KennethCooperCapeMay,3861,1,"Cape May, Cape May County",Kenneth Cooper
LauraFrontzNorthWildwood,3862,1,"North Wildwood, Cape May County",Laura Frontz
NathanLahrNorthWildwood,3863,1,"North Wildwood, Cape May County",Nathan Lahr
AnthonyMarinoCapeMay,3864,1,"Cape May, Cape May County",Anthony Marino
ShaquirahSGriffinJerseyCity,3865,1,"Jersey City, Hudson County",Shaquirah Griffin
CarmineGiannettaElizabeth,3866,1,"Elizabeth, Union County",Carmine Giannetta
BLANKDanielsNorthWildwood,3867,1,"North Wildwood, Cape May County",Blank Daniels
MatthewCUmbaNorthWildwood,3868,1,"North Wildwood, Cape May County",Matthew Umba
LouisMPadillaJerseyCity,3869,1,"Jersey City, Hudson County",Louis Padilla
CarlosJMoraJerseyCity,3870,1,"Jersey City, Hudson County",Carlos Mora
FredCintronJerseyCity,3871,1,"Jersey City, Hudson County",Fred Cintron
AnthonyRuoccoJerseyCity,3872,1,"Jersey City, Hudson County",Anthony Ruocco
StevenDMocarskiJerseyCity,3873,1,"Jersey City, Hudson County",Steven Mocarski
AndreaScurtiNorthWildwood,3874,1,"North Wildwood, Cape May County",Andrea Scurti
StephenDGiganteJerseyCity,3875,1,"Jersey City, Hudson County",Stephen Gigante
JoseMRodriguezJerseyCity,3876,1,"Jersey City, Hudson County",Jose Rodriguez
ChristianRodriguezCapeMay,3877,1,"Cape May, Cape May County",Christian Rodriguez
DonaldFarnelliNorthWildwood,3878,1,"North Wildwood, Cape May County",Donald Farnelli
JohnAStevensonNorthWildwood,3879,1,"North Wildwood, Cape May County",John Stevenson
RaymondJMahanJerseyCity,3880,1,"Jersey City, Hudson County",Raymond Mahan
KelleyWaltersCapeMay,3881,1,"Cape May, Cape May County",Kelley Walters
AndreaDFahrenholzJerseyCity,3882,1,"Jersey City, Hudson County",Andrea Fahrenholz
SannyBFernandezJerseyCity,3883,1,"Jersey City, Hudson County",Sanny Fernandez
JennieRamosJerseyCity,3884,1,"Jersey City, Hudson County",Jennie Ramos
AlbertCBauerJerseyCity,3885,1,"Jersey City, Hudson County",Albert Bauer
AnthonyWSilverJerseyCity,3886,1,"Jersey City, Hudson County",Anthony Silver
DennisRObergJerseyCity,3887,1,"Jersey City, Hudson County",Dennis Oberg
EduardoRiveraJerseyCity,3888,1,"Jersey City, Hudson County",Eduardo Rivera
JustinRRobinsonNorthWildwood,3889,1,"North Wildwood, Cape May County",Justin Robinson
PeterJCardellaJerseyCity,3890,1,"Jersey City, Hudson County",Peter Cardella
JeremyRCostaJerseyCity,3891,1,"Jersey City, Hudson County",Jeremy Costa
MatthewGarayJerseyCity,3892,1,"Jersey City, Hudson County",Matthew Garay
ShawnAustinCapeMay,3893,1,"Cape May, Cape May County",Shawn Austin
KevinKotJerseyCity,3894,1,"Jersey City, Hudson County",Kevin Kot
TitusJJohnsonJerseyCity,3895,1,"Jersey City, Hudson County",Titus Johnson
AlexLopezElizabeth,3896,1,"Elizabeth, Union County",Alex Lopez
MarkClaytonNorthWildwood,3897,1,"North Wildwood, Cape May County",Mark Clayton
JulioCGalindoJerseyCity,3898,1,"Jersey City, Hudson County",Julio Galindo
RubenGMunozJerseyCity,3899,1,"Jersey City, Hudson County",Ruben Munoz
VincentAMaradiagaJerseyCity,3900,1,"Jersey City, Hudson County",Vincent Maradiaga
ArnaldoManresaElizabeth,3901,1,"Elizabeth, Union County",Arnaldo Manresa
BLANKRosalesElizabeth,3902,1,"Elizabeth, Union County",Blank Rosales
DavidRBrownJerseyCity,3903,1,"Jersey City, Hudson County",David Brown
KaraBrussellCapeMay,3904,1,"Cape May, Cape May County",Kara Brussell
MariaMCortesJerseyCity,3905,1,"Jersey City, Hudson County",Maria Cortes
JoshuaAPhilipsJerseyCity,3906,1,"Jersey City, Hudson County",Joshua Philips
EdgarMartinezJerseyCity,3907,1,"Jersey City, Hudson County",Edgar Martinez
LawrenceGQuishJerseyCity,3908,1,"Jersey City, Hudson County",Lawrence Quish
BrianMcDonoughElizabeth,3909,1,"Elizabeth, Union County",Brian McDonough
MatthewCRuarkNorthWildwood,3910,1,"North Wildwood, Cape May County",Matthew Ruark
ZacharyMRussNorthWildwood,3911,1,"North Wildwood, Cape May County",Zachary Russ
OneillArroyoJerseyCity,3912,1,"Jersey City, Hudson County",Oneill Arroyo
LuisRentasJerseyCity,3913,1,"Jersey City, Hudson County",Luis Rentas
MichaelLogesElizabeth,3914,1,"Elizabeth, Union County",Michael Loges
JohnSunderhaufNorthWildwood,3915,1,"North Wildwood, Cape May County",John Sunderhauf
CodySMrozNorthWildwood,3916,1,"North Wildwood, Cape May County",Cody Mroz
ArekJArargilNorthWildwood,3917,1,"North Wildwood, Cape May County",Arek Arargil
BLANKVazquezElizabeth,3918,1,"Elizabeth, Union County",Blank Vazquez
BLANKCorreiaElizabeth,3919,1,"Elizabeth, Union County",Blank Correia
BLANKPanuthosElizabeth,3920,1,"Elizabeth, Union County",Blank Panuthos
JosephALabarberaJerseyCity,3921,1,"Jersey City, Hudson County",Joseph Labarbera
AnthonyGRomanJerseyCity,3922,1,"Jersey City, Hudson County",Anthony Roman
WilliamGHeymannElizabeth,3923,1,"Elizabeth, Union County",William Heymann
AnthonyMRutkowskiJerseyCity,3924,1,"Jersey City, Hudson County",Anthony Rutkowski
MarkJMcKnightJerseyCity,3925,1,"Jersey City, Hudson County",Mark McKnight
SosaGonzalezElizabeth,3926,1,"Elizabeth, Union County",Sosa Gonzalez
StephenMiloshNorthWildwood,3927,1,"North Wildwood, Cape May County",Stephen Milosh
MatthewJBoykoNorthWildwood,3928,1,"North Wildwood, Cape May County",Matthew Boyko
ChristopherMerkleNorthWildwood,3929,1,"North Wildwood, Cape May County",Christopher Merkle
MichaelLesageCapeMay,3930,1,"Cape May, Cape May County",Michael Lesage
CraigBosnjakNorthWildwood,3931,1,"North Wildwood, Cape May County",Craig Bosnjak
RhiannonETrateNorthWildwood,3932,1,"North Wildwood, Cape May County",Rhiannon Trate
KennethMcGurkLowerTownship,3933,1,"Lower Township, Cape May County",Kenneth McGurk
RichardSchmidtNorthWildwood,3934,1,"North Wildwood, Cape May County",Richard Schmidt
DominiqueAGibsonPaterson,3935,1,"Paterson, Passaic County",Dominique Gibson
ShaunWhittingtonLowerTownship,3936,1,"Lower Township, Cape May County",Shaun Whittington
DanielMcGuckinWaterford,3937,1,"Waterford, Camden County",Daniel McGuckin
RonaldJSuttonWildwoodCrest,3938,1,"Wildwood Crest, Cape May County",Ronald Sutton
EricLashleyCapeMay,3939,1,"Cape May, Cape May County",Eric Lashley
RobertJamesNorthWildwood,3940,1,"North Wildwood, Cape May County",Robert James
MatthewTMartinoLowerTownship,3941,1,"Lower Township, Cape May County",Matthew Martino
RussellENorcrossNorthWildwood,3942,1,"North Wildwood, Cape May County",Russell Norcross
KenWalkerCapeMay,3943,1,"Cape May, Cape May County",Ken Walker
IanMPaulicNorthWildwood,3944,1,"North Wildwood, Cape May County",Ian Paulic
VincenzoCarannanteNorthWildwood,3945,1,"North Wildwood, Cape May County",Vincenzo Carannante
JoeMLoBueNorthWildwood,3946,1,"North Wildwood, Cape May County",Joe LoBue
TheodoreEstbergNorthWildwood,3947,1,"North Wildwood, Cape May County",Theodore Estberg
AnthonyDPalmerWaterford,3948,1,"Waterford, Camden County",Anthony Palmer
PeterChalkWaterford,3949,1,"Waterford, Camden County",Peter Chalk
RobertMcCannCapeMay,3950,1,"Cape May, Cape May County",Robert McCann
ThomasTolandCapeMay,3951,1,"Cape May, Cape May County",Thomas Toland
BillyLRingstaffNorthWildwood,3952,1,"North Wildwood, Cape May County",Billy Ringstaff
ILLEGIBLEHalbrunerLowerTownship,3953,1,"Lower Township, Cape May County",Illegible Halbruner
JefferyKeelerLowerTownship,3954,1,"Lower Township, Cape May County",Jeffery Keeler
DavidFisherLowerTownship,3955,1,"Lower Township, Cape May County",David Fisher
RichardPassarellaWaterford,3956,1,"Waterford, Camden County",Richard Passarella
DanielCormaneyWaterford,3957,1,"Waterford, Camden County",Daniel Cormaney
HectorLAlvarezPaterson,3958,1,"Paterson, Passaic County",Hector Alvarez
AdamHegartyLowerTownship,3959,1,"Lower Township, Cape May County",Adam Hegarty
DarrenMontesNorthWildwood,3960,1,"North Wildwood, Cape May County",Darren Montes
LisaMVandykeWaterford,3961,1,"Waterford, Camden County",Lisa Vandyke
JohnJRobbPaterson,3962,1,"Paterson, Passaic County",John Robb
JosephEHeintzWaterford,3963,1,"Waterford, Camden County",Joseph Heintz
MauriceCatarcioCapeMay,3964,1,"Cape May, Cape May County",Maurice Catarcio
MichaelMajaneLowerTownship,3965,1,"Lower Township, Cape May County",Michael Majane
DonaldVanamanLowerTownship,3966,1,"Lower Township, Cape May County",Donald Vanaman
MMartinPaterson,3967,1,"Paterson, Passaic County",M Martin
DonaldLemonsWinslow,3968,1,"Winslow, Camden County",Donald Lemons
LucasMitchellWinslow,3969,1,"Winslow, Camden County",Lucas Mitchell
PascalChavanonWinslow,3970,1,"Winslow, Camden County",Pascal Chavanon
JBraceyPaterson,3971,1,"Paterson, Passaic County",J Bracey
JustinConnorWinslow,3972,1,"Winslow, Camden County",Justin Connor
LillianSandraPaterson,3973,1,"Paterson, Passaic County",Lillian Sandra
JosephBartoloneStoneHarborBorough,3974,1,"Stone Harbor Borough, Cape May County",Joseph Bartolone
WesleyCroninStoneHarborBorough,3975,1,"Stone Harbor Borough, Cape May County",Wesley Cronin
AustinSchmidtWinslow,3976,1,"Winslow, Camden County",Austin Schmidt
CharlesHewittAvalon,3977,1,"Avalon, Cape May County",Charles Hewitt
DominickFarinelliWinslow,3978,1,"Winslow, Camden County",Dominick Farinelli
DonatoDeAngelisPaterson,3979,1,"Paterson, Passaic County",Donato De Angelis
JustinMortellitiAvalon,3980,1,"Avalon, Cape May County",Justin Mortelliti
ThomasGiaquinitoPassaic,3981,1,"Passaic, Passaic County",Thomas Giaquinito
Tu-JuanBaileAvalon,3982,1,"Avalon, Cape May County",Tu-Juan Baile
ChristopherManningAvalon,3983,1,"Avalon, Cape May County",Christopher Manning
AnthonyDeCeseroAvalon,3984,1,"Avalon, Cape May County",Anthony De Cesero
RobertPScapicchioVoorhees,3985,1,"Voorhees, Camden County",Robert Scapicchio
ScottBertoldiAvalon,3986,1,"Avalon, Cape May County",Scott Bertoldi
SeanHMcNairAvalon,3987,1,"Avalon, Cape May County",Sean McNair
WilliamRobinsonAvalon,3988,1,"Avalon, Cape May County",William Robinson
RobertHilliardAvalon,3989,1,"Avalon, Cape May County",Robert Hilliard
RobertHampfAvalon,3990,1,"Avalon, Cape May County",Robert Hampf
MichaelPJonesWinslow,3991,1,"Winslow, Camden County",Michael Jones
GilbertoVelezWinslow,3992,1,"Winslow, Camden County",Gilberto Velez
CharlesFowlerVoorhees,3993,1,"Voorhees, Camden County",Charles Fowler
MarkPassarellaWinslow,3994,1,"Winslow, Camden County",Mark Passarella
GarciaLCarlosVoorhees,3995,1,"Voorhees, Camden County",Garcia Carlos
KenFowlkesVoorhees,3996,1,"Voorhees, Camden County",Ken Fowlkes
CarmenJDelPalazzoVoorhees,3997,1,"Voorhees, Camden County",Carmen Del Palazzo
JosephDGonnionVoorhees,3998,1,"Voorhees, Camden County",Joseph Gonnion
NicholasArnoldWinslow,3999,1,"Winslow, Camden County",Nicholas Arnold
MarkDParantoVoorhees,4000,1,"Voorhees, Camden County",Mark Paranto
ChristopherTammaroStoneHarborBorough,4001,1,"Stone Harbor Borough, Cape May County",Christopher Tammaro
JordanWhiteStoneHarborBorough,4002,1,"Stone Harbor Borough, Cape May County",Jordan White
MarcosMedinaPaterson,4003,1,"Paterson, Passaic County",Marcos Medina
StephenPearsonWinslow,4004,1,"Winslow, Camden County",Stephen Pearson
CaryRobinsonWinslow,4005,1,"Winslow, Camden County",Cary Robinson
WilliamThrowerWinslow,4006,1,"Winslow, Camden County",William Thrower
DominickBrownVoorhees,4007,1,"Voorhees, Camden County",Dominick Brown
KyleBrooksVoorhees,4008,1,"Voorhees, Camden County",Kyle Brooks
ThomasJMacauleyVoorhees,4009,1,"Voorhees, Camden County",Thomas Macauley
AlexPopenPaterson,4010,1,"Paterson, Passaic County",Alex Popen
AndrewPeahotaStoneHarborBorough,4011,1,"Stone Harbor Borough, Cape May County",Andrew Peahota
WilliamRDonnellyVoorhees,4012,1,"Voorhees, Camden County",William Donnelly
DashuanCarrWinslow,4013,1,"Winslow, Camden County",Dashuan Carr
EricCammVoorhees,4014,1,"Voorhees, Camden County",Eric Camm
NicoleMConwayVoorhees,4015,1,"Voorhees, Camden County",Nicole Conway
ChristopherABeachVoorhees,4016,1,"Voorhees, Camden County",Christopher Beach
AprilHerringtonVoorhees,4017,1,"Voorhees, Camden County",April Herrington
JessicaAmarantePaterson,4018,1,"Paterson, Passaic County",Jessica Amarante
JorgePinedaPaterson,4019,1,"Paterson, Passaic County",Jorge Pineda
VAnlarianPaterson,4020,1,"Paterson, Passaic County",V Anlarian
PatrickTBillingsleyVoorhees,4021,1,"Voorhees, Camden County",Patrick Billingsley
RobertWellsVoorhees,4022,1,"Voorhees, Camden County",Robert Wells
KeciaLTellerPaterson,4023,1,"Paterson, Passaic County",Kecia Teller
NigelPShockleyVoorhees,4024,1,"Voorhees, Camden County",Nigel Shockley
WilliamSampolskiRunnemedeBoro,4025,1,"Runnemede Boro, Camden County",William Sampolski
JeffreyWootonRunnemedeBoro,4026,1,"Runnemede Boro, Camden County",Jeffrey Wooton
WilliamOrtizRunnemedeBoro,4027,1,"Runnemede Boro, Camden County",William Ortiz
SamuelJRagoneseRunnemedeBoro,4028,1,"Runnemede Boro, Camden County",Samuel Ragonese
JohnStradellPaterson,4029,1,"Paterson, Passaic County",John Stradell
AnthonyJGiovattoPaterson,4030,1,"Paterson, Passaic County",Anthony Giovatto
JohnCochranRunnemedeBoro,4031,1,"Runnemede Boro, Camden County",John Cochran
DavidWoeppelLaurelSprings,4032,1,"Laurel Springs, Camden County",David Woeppel
EricPWeistLaurelSprings,4033,1,"Laurel Springs, Camden County",Eric Weist
JasonSChristyLaurelSprings,4034,1,"Laurel Springs, Camden County",Jason Christy
StevenVCasciatoLaurelSprings,4035,1,"Laurel Springs, Camden County",Steven Casciato
WilliamAHendricksonSomerdale,4036,1,"Somerdale, Camden County",William Hendrickson
TimothyButlerStratford,4037,1,"Stratford, Camden County",Timothy Butler
MartinBrennanPineHill,4038,1,"Pine Hill, Camden County",Martin Brennan
HankMcLaughlinSomerdale,4039,1,"Somerdale, Camden County",Hank McLaughlin
AndrewRebeccaStratford,4040,1,"Stratford, Camden County",Andrew Rebecca
KevinCollinsPaterson,4041,1,"Paterson, Passaic County",Kevin Collins
SeanPPlasketSomerdale,4042,1,"Somerdale, Camden County",Sean Plasket
John-PaulMassaroSomerdale,4043,1,"Somerdale, Camden County",John-Paul Massaro
RafaelFerminPaterson,4044,1,"Paterson, Passaic County",Rafael Fermin
StevenMPalmaSomerdale,4045,1,"Somerdale, Camden County",Steven Palma
AnthonyRCampbellSomerdale,4046,1,"Somerdale, Camden County",Anthony Campbell
JasonSChristySomerdale,4047,1,"Somerdale, Camden County",Jason Christy
MichaelCavallaroLindenwold,4048,1,"Lindenwold, Camden County",Michael Cavallaro
JoseValentinPaterson,4049,1,"Paterson, Passaic County",Jose Valentin
ATweedleyLindenwold,4050,1,"Lindenwold, Camden County",A Tweedley
RobertJSmudaPineHill,4051,1,"Pine Hill, Camden County",Robert Smuda
TheodoreJVaranoPineHill,4052,1,"Pine Hill, Camden County",Theodore Varano
MichelePapagniPaterson,4053,1,"Paterson, Passaic County",Michele Papagni
MatthewSBuchhoferLindenwold,4054,1,"Lindenwold, Camden County",Matthew Buchhofer
ShawnJSmithMountEphraim,4055,1,"Mount Ephraim, Camden County",Shawn Smith
RobertJBernauerMountEphraim,4056,1,"Mount Ephraim, Camden County",Robert Bernauer
JReichelderferMountEphraim,4057,1,"Mount Ephraim, Camden County",J Reichelderfer
